message_id,sent_time,messages_sent_in_day
8694404.0,2014-06-27,2
8723754.0,2014-06-29,1
8746370.0,2014-06-30,1
8837073.0,2014-07-03,1
8865344.0,2014-07-04,1
8941709.0,2014-07-08,1
8994291.0,2014-07-09,1
9128987.0,2014-07-14,1
9159831.0,2014-07-15,1
9204944.0,2014-07-16,1
9210923.0,2014-07-17,1
9266018.0,2014-07-18,1
9266231.0,2014-07-18,2
9324786.0,2014-07-21,1
9341950.0,2014-07-21,2
9486548.0,2014-07-25,1
9588570.0,2014-07-29,1
9592865.0,2014-07-29,2
9593086.0,2014-07-29,3
9623321.0,2014-07-30,1
9688607.0,2014-08-01,1
9707213.0,2014-08-01,2
9788944.0,2014-08-04,1
9936524.0,2014-08-09,1
10008718.0,2014-08-11,1
10010036.0,2014-08-12,1
10013367.0,2014-08-12,2
10092951.0,2014-08-14,1
10180489.0,2014-08-17,1
10263094.0,2014-08-19,1
10286186.0,2014-08-20,1
10323615.0,2014-08-21,1
10324019.0,2014-08-21,2
10337486.0,2014-08-21,3
10538427.0,2014-08-28,1
10544930.0,2014-08-28,2
10636490.0,2014-09-01,1
10662893.0,2014-09-02,1
10689638.0,2014-09-02,2
10720808.0,2014-09-03,1
10727816.0,2014-09-03,2
10827838.0,2014-09-06,1
10868207.0,2014-09-08,1
10901991.0,2014-09-09,1
10902800.0,2014-09-09,2
11042358.0,2014-09-13,1
11067087.0,2014-09-14,1
11092456.0,2014-09-15,1
11095545.0,2014-09-15,2
11112536.0,2014-09-15,3
11155241.0,2014-09-16,1
11200021.0,2014-09-18,1
11330013.0,2014-09-22,1
11396324.0,2014-09-24,1
11438062.0,2014-09-25,1
11497501.0,2014-09-27,1
11523569.0,2014-09-28,1
11577380.0,2014-09-30,1
11643442.0,2014-10-02,1
11675126.0,2014-10-02,2
11686638.0,2014-10-03,1
11761527.0,2014-10-06,1
11797089.0,2014-10-07,1
11806540.0,2014-10-07,2
11890577.0,2014-10-10,1
11913225.0,2014-10-10,2
11925201.0,2014-10-11,1
12054268.0,2014-10-15,1
12109954.0,2014-10-17,1
12287440.0,2014-10-23,1
12299908.0,2014-10-23,2
12338351.0,2014-10-24,1
12479671.0,2014-10-29,1
12493743.0,2014-10-29,2
12599551.0,2014-11-02,1
12640897.0,2014-11-03,1
12652971.0,2014-11-04,1
12721270.0,2014-11-06,1
12772615.0,2014-11-07,1
12824087.0,2014-11-09,1
12883125.0,2014-11-11,1
12929179.0,2014-11-12,1
12950733.0,2014-11-12,2
12981403.0,2014-11-13,1
12985451.0,2014-11-13,2
13013572.0,2014-11-14,1
13049151.0,2014-11-15,1
13158802.0,2014-11-19,1
13164116.0,2014-11-19,2
13305423.0,2014-11-24,1
13379133.0,2014-11-26,1
13396485.0,2014-11-27,1
13417044.0,2014-11-29,1
13458111.0,2014-12-01,1
13471784.0,2014-12-01,2
13550106.0,2014-12-03,1
13603989.0,2014-12-04,1
13616791.0,2014-12-05,1
13641139.0,2014-12-06,1
13764774.0,2014-12-10,1
13770570.0,2014-12-10,2
13817837.0,2014-12-11,1
13827630.0,2014-12-12,1
13844164.0,2014-12-12,2
13844618.0,2014-12-12,3
13900230.0,2014-12-15,1
13955071.0,2014-12-16,1
14004909.0,2014-12-18,1
14010194.0,2014-12-18,2
14078099.0,2014-12-21,1
14218315.0,2014-12-28,1
14489518.0,2015-01-05,1
14627535.0,2015-01-09,1
14660879.0,2015-01-09,2
14667658.0,2015-01-10,1
14675519.0,2015-01-10,2
14693739.0,2015-01-11,1
14731186.0,2015-01-12,1
14732684.0,2015-01-12,2
14760836.0,2015-01-12,3
14774607.0,2015-01-13,1
14826088.0,2015-01-14,1
14978989.0,2015-01-18,1
15068115.0,2015-01-20,1
15319752.0,2015-01-27,1
15376627.0,2015-01-28,1
15454617.0,2015-01-30,1
15488930.0,2015-01-31,1
15493205.0,2015-01-31,2
15521534.0,2015-02-01,1
15524248.0,2015-02-01,2
15598113.0,2015-02-03,1
15616926.0,2015-02-03,2
15620774.0,2015-02-03,3
15620966.0,2015-02-03,4
15654498.0,2015-02-04,1
15659140.0,2015-02-04,2
15690329.0,2015-02-05,1
15725287.0,2015-02-06,1
15727674.0,2015-02-06,2
15803320.0,2015-02-08,1
15951647.0,2015-02-11,1
15967998.0,2015-02-12,1
16021055.0,2015-02-13,1
16110579.0,2015-02-16,1
16111490.0,2015-02-16,2
16169072.0,2015-02-17,1
16279086.0,2015-02-19,1
16343538.0,2015-02-21,1
16349447.0,2015-02-21,2
16389900.0,2015-02-22,1
16634181.0,2015-02-28,1
16704227.0,2015-03-02,1
16747131.0,2015-03-03,1
16808773.0,2015-03-04,1
16850945.0,2015-03-05,1
16976600.0,2015-03-09,1
17051561.0,2015-03-10,1
17184351.0,2015-03-13,1
17262808.0,2015-03-15,1
17283955.0,2015-03-16,1
17346068.0,2015-03-17,1
17412357.0,2015-03-18,1
17543999.0,2015-03-21,1
17576720.0,2015-03-22,1
17755573.0,2015-03-26,1
17799936.0,2015-03-27,1
17832210.0,2015-03-28,1
17836529.0,2015-03-28,2
17847293.0,2015-03-28,3
17875995.0,2015-03-29,1
17942330.0,2015-03-31,1
18074027.0,2015-04-02,1
18078044.0,2015-04-02,2
18081609.0,2015-04-02,3
18120754.0,2015-04-03,1
18199871.0,2015-04-06,1
18411411.0,2015-04-10,1
18439058.0,2015-04-10,2
18538415.0,2015-04-13,1
18582173.0,2015-04-14,1
18781246.0,2015-04-18,1
18786149.0,2015-04-18,2
19272558.0,2015-04-28,1
19382339.0,2015-04-30,1
19393136.0,2015-04-30,2
19403746.0,2015-04-30,3
19411461.0,2015-05-01,1
19446060.0,2015-05-01,2
19447234.0,2015-05-01,3
19466878.0,2015-05-02,1
19473346.0,2015-05-02,2
19505462.0,2015-05-03,1
19505729.0,2015-05-03,2
19513560.0,2015-05-04,1
19551103.0,2015-05-04,2
19663566.0,2015-05-06,1
19673400.0,2015-05-07,1
19689700.0,2015-05-07,2
19705860.0,2015-05-07,3
19741745.0,2015-05-08,1
19747053.0,2015-05-08,2
19776642.0,2015-05-09,1
19807956.0,2015-05-10,1
19838813.0,2015-05-11,1
19845653.0,2015-05-11,2
19900693.0,2015-05-12,1
20030952.0,2015-05-14,1
20036417.0,2015-05-14,2
20072024.0,2015-05-15,1
20073462.0,2015-05-15,2
20174611.0,2015-05-18,1
20275009.0,2015-05-19,1
20282159.0,2015-05-19,2
20311299.0,2015-05-20,1
20334840.0,2015-05-20,2
20340661.0,2015-05-21,1
20349881.0,2015-05-21,2
20353969.0,2015-05-21,3
20354065.0,2015-05-21,4
20358050.0,2015-05-21,5
20362259.0,2015-05-21,6
20365903.0,2015-05-21,7
20409659.0,2015-05-22,1
20421039.0,2015-05-22,2
20431620.0,2015-05-23,1
20455393.0,2015-05-23,2
20465300.0,2015-05-24,1
20493978.0,2015-05-25,1
20498590.0,2015-05-25,2
20537415.0,2015-05-26,1
20540763.0,2015-05-26,2
20549537.0,2015-05-26,3
20590025.0,2015-05-27,1
20598116.0,2015-05-27,2
20600017.0,2015-05-27,3
20611481.0,2015-05-27,4
20672817.0,2015-05-28,1
20677588.0,2015-05-28,2
20737413.0,2015-05-29,1
20741158.0,2015-05-29,2
20779674.0,2015-05-30,1
20833205.0,2015-06-01,1
20862381.0,2015-06-01,2
20923453.0,2015-06-02,1
20933654.0,2015-06-02,2
20958813.0,2015-06-03,1
20959742.0,2015-06-03,2
20981850.0,2015-06-03,3
20990928.0,2015-06-03,4
21020324.0,2015-06-04,1
21031670.0,2015-06-04,2
21038338.0,2015-06-04,3
21042556.0,2015-06-04,4
21112836.0,2015-06-07,1
21120173.0,2015-06-07,2
21150946.0,2015-06-09,1
21174267.0,2015-06-10,1
21190671.0,2015-06-11,1
21199455.0,2015-06-11,2
21248348.0,2015-06-13,1
21305665.0,2015-06-15,1
21317041.0,2015-06-15,2
21333913.0,2015-06-15,3
21357871.0,2015-06-15,4
21370089.0,2015-06-15,5
21378872.0,2015-06-16,1
21394031.0,2015-06-16,2
21426625.0,2015-06-16,3
21464585.0,2015-06-17,1
21476346.0,2015-06-17,2
21484378.0,2015-06-17,3
21488699.0,2015-06-17,4
21494863.0,2015-06-18,1
21527595.0,2015-06-18,2
21607159.0,2015-06-20,1
21668188.0,2015-06-22,1
21671461.0,2015-06-22,2
21698543.0,2015-06-22,3
21702030.0,2015-06-22,4
21720454.0,2015-06-23,1
21767514.0,2015-06-23,2
21774352.0,2015-06-23,3
21853378.0,2015-06-25,1
21913280.0,2015-06-26,1
21928110.0,2015-06-26,2
21949105.0,2015-06-27,1
21994765.0,2015-06-28,1
22010218.0,2015-06-29,1
22031097.0,2015-06-29,2
22041199.0,2015-06-29,3
22082574.0,2015-06-30,1
22089923.0,2015-06-30,2
22094178.0,2015-06-30,3
22100688.0,2015-06-30,4
22119295.0,2015-07-01,1
22138336.0,2015-07-01,2
22142134.0,2015-07-01,3
22173779.0,2015-07-02,1
22181045.0,2015-07-02,2
22191543.0,2015-07-02,3
22191741.0,2015-07-02,4
22199822.0,2015-07-02,5
22202213.0,2015-07-02,6
22256049.0,2015-07-04,1
22263722.0,2015-07-04,2
22279972.0,2015-07-05,1
22281210.0,2015-07-05,2
22299899.0,2015-07-06,1
22317129.0,2015-07-06,2
22335741.0,2015-07-06,3
22346679.0,2015-07-06,4
22353578.0,2015-07-07,1
22372201.0,2015-07-07,2
22403956.0,2015-07-07,3
22434408.0,2015-07-08,1
22466451.0,2015-07-08,2
22467531.0,2015-07-08,3
22487030.0,2015-07-09,1
22557354.0,2015-07-10,1
22575714.0,2015-07-10,2
22591405.0,2015-07-11,1
22676399.0,2015-07-13,1
22685520.0,2015-07-13,2
22710998.0,2015-07-14,1
22728642.0,2015-07-14,2
22760612.0,2015-07-14,3
22768626.0,2015-07-14,4
22786167.0,2015-07-15,1
22971849.0,2015-07-19,1
22986557.0,2015-07-19,2
23041039.0,2015-07-20,1
23058512.0,2015-07-20,2
23090560.0,2015-07-21,1
23106642.0,2015-07-21,2
23141991.0,2015-07-22,1
23142167.0,2015-07-22,2
23144208.0,2015-07-22,3
23144499.0,2015-07-22,4
23145711.0,2015-07-22,5
23147856.0,2015-07-22,6
23179430.0,2015-07-22,7
23179536.0,2015-07-22,8
23198556.0,2015-07-23,1
23210598.0,2015-07-23,2
23254551.0,2015-07-24,1
23260156.0,2015-07-24,2
23269102.0,2015-07-24,3
23284638.0,2015-07-24,4
23339236.0,2015-07-26,1
23376111.0,2015-07-27,1
23433932.0,2015-07-28,1
23499314.0,2015-07-29,1
23519661.0,2015-07-29,2
23532472.0,2015-07-29,3
23534014.0,2015-07-29,4
23593041.0,2015-07-31,1
23593129.0,2015-07-31,2
23609293.0,2015-07-31,3
23619196.0,2015-07-31,4
23624236.0,2015-07-31,5
23658576.0,2015-08-01,1
23667233.0,2015-08-01,2
23674229.0,2015-08-02,1
23737845.0,2015-08-03,1
23745358.0,2015-08-03,2
23805446.0,2015-08-04,1
23812902.0,2015-08-04,2
23886230.0,2015-08-05,1
23893595.0,2015-08-06,1
23901521.0,2015-08-06,2
23910654.0,2015-08-06,3
23958279.0,2015-08-07,1
23959095.0,2015-08-07,2
23960386.0,2015-08-07,3
24012081.0,2015-08-08,1
24022864.0,2015-08-08,2
24027140.0,2015-08-09,1
24029969.0,2015-08-09,2
24044352.0,2015-08-09,3
24059243.0,2015-08-09,4
24073962.0,2015-08-10,1
24076597.0,2015-08-10,2
24171413.0,2015-08-11,1
24183322.0,2015-08-11,2
24206784.0,2015-08-12,1
24207657.0,2015-08-12,2
24235621.0,2015-08-12,3
24235937.0,2015-08-12,4
24268538.0,2015-08-13,1
24285388.0,2015-08-13,2
24285488.0,2015-08-13,3
24305369.0,2015-08-14,1
24315090.0,2015-08-14,2
24316517.0,2015-08-14,3
24404996.0,2015-08-16,1
24435933.0,2015-08-17,1
24435976.0,2015-08-17,2
24440489.0,2015-08-17,3
24443122.0,2015-08-17,4
24448724.0,2015-08-17,5
24480889.0,2015-08-18,1
24495851.0,2015-08-18,2
24501478.0,2015-08-18,3
24511117.0,2015-08-18,4
24531439.0,2015-08-19,1
24544279.0,2015-08-19,2
24615398.0,2015-08-20,1
24652706.0,2015-08-21,1
24691513.0,2015-08-22,1
24721638.0,2015-08-22,2
24744930.0,2015-08-23,1
24798320.0,2015-08-24,1
24833053.0,2015-08-25,1
24946923.0,2015-08-27,1
24949382.0,2015-08-27,2
24968092.0,2015-08-27,3
24969336.0,2015-08-27,4
25047711.0,2015-08-29,1
25047789.0,2015-08-29,2
25049657.0,2015-08-29,3
25118114.0,2015-08-31,1
25125284.0,2015-08-31,2
25130886.0,2015-08-31,3
25139460.0,2015-08-31,4
25237235.0,2015-09-02,1
25295763.0,2015-09-03,1
25300110.0,2015-09-03,2
25469767.0,2015-09-08,1
25498873.0,2015-09-08,2
25555502.0,2015-09-09,1
25585542.0,2015-09-09,2
25594459.0,2015-09-10,1
25604018.0,2015-09-10,2
25663657.0,2015-09-11,1
25683904.0,2015-09-12,1
25761995.0,2015-09-14,1
25849706.0,2015-09-15,1
25858976.0,2015-09-15,2
25900475.0,2015-09-16,1
25930693.0,2015-09-16,2
25967526.0,2015-09-17,1
26008323.0,2015-09-18,1
26015448.0,2015-09-18,2
26103091.0,2015-09-21,1
26162420.0,2015-09-21,2
26189253.0,2015-09-22,1
26200039.0,2015-09-22,2
26222734.0,2015-09-23,1
26258693.0,2015-09-23,2
26304062.0,2015-09-24,1
26407955.0,2015-09-26,1
26430431.0,2015-09-27,1
26446680.0,2015-09-27,2
26462297.0,2015-09-28,1
26462306.0,2015-09-28,2
26472500.0,2015-09-28,3
26473114.0,2015-09-28,4
26508477.0,2015-09-28,5
26712725.0,2015-10-02,1
26779840.0,2015-10-04,1
26839211.0,2015-10-05,1
26863088.0,2015-10-05,2
26890018.0,2015-10-06,1
26906834.0,2015-10-06,2
26946191.0,2015-10-07,1
26952988.0,2015-10-07,2
26959724.0,2015-10-07,3
26973984.0,2015-10-07,4
26974561.0,2015-10-07,5
27039619.0,2015-10-08,1
27151048.0,2015-10-11,1
27190498.0,2015-10-12,1
27230536.0,2015-10-13,1
27238015.0,2015-10-13,2
27280313.0,2015-10-13,3
27403669.0,2015-10-15,1
27415063.0,2015-10-16,1
27422558.0,2015-10-16,2
27456914.0,2015-10-16,3
27471883.0,2015-10-17,1
27481667.0,2015-10-17,2
27551093.0,2015-10-19,1
27651893.0,2015-10-20,1
27652047.0,2015-10-20,2
27739274.0,2015-10-22,1
27739313.0,2015-10-22,2
27739526.0,2015-10-22,3
27742608.0,2015-10-22,4
27791487.0,2015-10-23,1
27791565.0,2015-10-23,2
27824733.0,2015-10-24,1
27861233.0,2015-10-25,1
27865659.0,2015-10-25,2
27891535.0,2015-10-25,3
27920102.0,2015-10-26,1
27941919.0,2015-10-26,2
28014757.0,2015-10-27,1
28036418.0,2015-10-28,1
28091722.0,2015-10-29,1
28103066.0,2015-10-29,2
28103105.0,2015-10-29,3
28153319.0,2015-10-30,1
28241141.0,2015-11-02,1
28267293.0,2015-11-02,2
28306286.0,2015-11-03,1
28313423.0,2015-11-03,2
28356522.0,2015-11-03,3
28367301.0,2015-11-03,4
28420234.0,2015-11-04,1
28431074.0,2015-11-04,2
28524017.0,2015-11-06,1
28596884.0,2015-11-08,1
28636953.0,2015-11-09,1
28650939.0,2015-11-09,2
28663349.0,2015-11-09,3
28664103.0,2015-11-09,4
28687821.0,2015-11-10,1
28700925.0,2015-11-10,2
28707349.0,2015-11-10,3
28787166.0,2015-11-11,1
28861577.0,2015-11-12,1
28865200.0,2015-11-12,2
28937511.0,2015-11-14,1
28944592.0,2015-11-14,2
29027674.0,2015-11-16,1
29028385.0,2015-11-16,2
29057447.0,2015-11-16,3
29076440.0,2015-11-17,1
29170242.0,2015-11-18,1
29189804.0,2015-11-19,1
29189825.0,2015-11-19,2
29255303.0,2015-11-20,1
29338025.0,2015-11-22,1
29343100.0,2015-11-22,2
29376158.0,2015-11-23,1
29431756.0,2015-11-24,1
29480120.0,2015-11-25,1
29677696.0,2015-11-30,1
29725778.0,2015-12-01,1
29758991.0,2015-12-02,1
29765685.0,2015-12-02,2
29814581.0,2015-12-03,1
29826548.0,2015-12-03,2
29830486.0,2015-12-03,3
29847221.0,2015-12-03,4
29893182.0,2015-12-04,1
30080494.0,2015-12-08,1
30107377.0,2015-12-08,2
30159706.0,2015-12-09,1
30226746.0,2015-12-10,1
30227141.0,2015-12-10,2
30256609.0,2015-12-10,3
30367854.0,2015-12-13,1
30416119.0,2015-12-14,1
30516711.0,2015-12-16,1
30542203.0,2015-12-16,2
30569335.0,2015-12-16,3
30575158.0,2015-12-16,4
30674720.0,2015-12-18,1
30696703.0,2015-12-19,1
30740453.0,2015-12-20,1
30742589.0,2015-12-21,1
30761786.0,2015-12-21,2
30900054.0,2015-12-24,1
30974027.0,2015-12-27,1
31005312.0,2015-12-28,1
31020518.0,2015-12-28,2
31044329.0,2015-12-28,3
31248350.0,2016-01-01,1
31269724.0,2016-01-02,1
31376637.0,2016-01-04,1
31422960.0,2016-01-04,2
31438582.0,2016-01-04,3
31438697.0,2016-01-04,4
31447790.0,2016-01-04,5
31484763.0,2016-01-05,1
31508826.0,2016-01-05,2
31561559.0,2016-01-06,1
31585984.0,2016-01-06,2
31637043.0,2016-01-07,1
31666566.0,2016-01-07,2
31683007.0,2016-01-08,1
31710063.0,2016-01-08,2
31776011.0,2016-01-09,1
31948618.0,2016-01-12,1
31949096.0,2016-01-12,2
32005257.0,2016-01-13,1
32022262.0,2016-01-13,2
32107625.0,2016-01-14,1
32442361.0,2016-01-19,1
32481267.0,2016-01-20,1
32569418.0,2016-01-21,1
33023148.0,2016-01-28,1
33058663.0,2016-01-28,2
33120358.0,2016-01-29,1
33595919.0,2016-02-05,1
33667042.0,2016-02-06,1
33824962.0,2016-02-09,1
33824967.0,2016-02-09,2
33840088.0,2016-02-09,3
33905219.0,2016-02-10,1
34117666.0,2016-02-13,1
34200090.0,2016-02-15,1
34205198.0,2016-02-15,2
34239480.0,2016-02-15,3
34258404.0,2016-02-15,4
34506589.0,2016-02-19,1
34566701.0,2016-02-19,2
34582354.0,2016-02-20,1
34643585.0,2016-02-21,1
34786523.0,2016-02-23,1
34794524.0,2016-02-23,2
34878342.0,2016-02-24,1
35300729.0,2016-03-01,1
35365505.0,2016-03-02,1
35693320.0,2016-03-07,1
35762433.0,2016-03-08,1
35851416.0,2016-03-09,1
35955222.0,2016-03-10,1
35955231.0,2016-03-10,2
35992427.0,2016-03-10,3
35992508.0,2016-03-10,4
35998784.0,2016-03-10,5
36010394.0,2016-03-10,6
36015434.0,2016-03-11,1
36015479.0,2016-03-11,2
36054979.0,2016-03-11,3
36148629.0,2016-03-13,1
36262749.0,2016-03-14,1
36273287.0,2016-03-14,2
36280249.0,2016-03-14,3
36372330.0,2016-03-15,1
36442000.0,2016-03-16,1
36499009.0,2016-03-17,1
36536637.0,2016-03-17,2
36551067.0,2016-03-18,1
36602903.0,2016-03-18,2
36648838.0,2016-03-19,1
36741250.0,2016-03-21,1
36745660.0,2016-03-21,2
36810417.0,2016-03-21,3
36842426.0,2016-03-22,1
36842816.0,2016-03-22,2
36845009.0,2016-03-22,3
36879539.0,2016-03-22,4
36879594.0,2016-03-22,5
36884004.0,2016-03-22,6
36891161.0,2016-03-22,7
36989952.0,2016-03-24,1
37004535.0,2016-03-24,2
37005984.0,2016-03-24,3
37082799.0,2016-03-25,1
37117651.0,2016-03-25,2
37145166.0,2016-03-26,1
37159540.0,2016-03-26,2
37191863.0,2016-03-27,1
37262373.0,2016-03-28,1
37274272.0,2016-03-28,2
37284670.0,2016-03-28,3
37339925.0,2016-03-29,1
37390518.0,2016-03-29,2
37390743.0,2016-03-29,3
37390859.0,2016-03-29,4
37445970.0,2016-03-30,1
37596794.0,2016-04-01,1
37636765.0,2016-04-01,2
37676591.0,2016-04-02,1
38039567.0,2016-04-06,1
38040016.0,2016-04-06,2
38040072.0,2016-04-06,3
38053573.0,2016-04-06,4
38085980.0,2016-04-07,1
38086053.0,2016-04-07,2
38086067.0,2016-04-07,3
38103326.0,2016-04-07,4
38128656.0,2016-04-07,5
38139321.0,2016-04-07,6
38139888.0,2016-04-07,7
38176531.0,2016-04-08,1
38268293.0,2016-04-09,1
38280964.0,2016-04-09,2
38322272.0,2016-04-10,1
38328333.0,2016-04-10,2
38329699.0,2016-04-10,3
38342698.0,2016-04-11,1
38369991.0,2016-04-11,2
38445342.0,2016-04-12,1
38538003.0,2016-04-12,2
38643152.0,2016-04-14,1
38657435.0,2016-04-14,2
38711448.0,2016-04-14,3
38711508.0,2016-04-14,4
38718847.0,2016-04-15,1
38906342.0,2016-04-18,1
38906526.0,2016-04-18,2
38924730.0,2016-04-18,3
38924789.0,2016-04-18,4
39006222.0,2016-04-19,1
39028108.0,2016-04-19,2
39031739.0,2016-04-19,3
39194984.0,2016-04-21,1
39256794.0,2016-04-22,1
39275990.0,2016-04-22,2
39306250.0,2016-04-22,3
39322860.0,2016-04-23,1
39322993.0,2016-04-23,2
39523314.0,2016-04-26,1
39582707.0,2016-04-26,2
39587640.0,2016-04-26,3
39642303.0,2016-04-27,1
39642638.0,2016-04-27,2
39645329.0,2016-04-27,3
39662928.0,2016-04-27,4
39666458.0,2016-04-27,5
39672126.0,2016-04-27,6
39672359.0,2016-04-27,7
39790546.0,2016-04-29,1
39790590.0,2016-04-29,2
39790624.0,2016-04-29,3
39828540.0,2016-04-29,4
39950495.0,2016-05-02,1
40040987.0,2016-05-03,1
40456074.0,2016-05-09,1
41137728.0,2016-05-18,1
41191300.0,2016-05-18,2
41807226.0,2016-05-27,1
41807295.0,2016-05-27,2
41887073.0,2016-05-29,1
42007612.0,2016-05-31,1
42116843.0,2016-06-01,1
42160890.0,2016-06-02,1
42324204.0,2016-06-04,1
42406190.0,2016-06-05,1
42406342.0,2016-06-05,2
42545753.0,2016-06-07,1
42548475.0,2016-06-07,2
42570444.0,2016-06-07,3
42596141.0,2016-06-08,1
42642939.0,2016-06-08,2
42654389.0,2016-06-08,3
42669582.0,2016-06-09,1
42838725.0,2016-06-11,1
43011893.0,2016-06-14,1
43043631.0,2016-06-14,2
43142191.0,2016-06-15,1
43313403.0,2016-06-18,1
43315101.0,2016-06-18,2
43388877.0,2016-06-20,1
43463014.0,2016-06-21,1
43480034.0,2016-06-21,2
43505925.0,2016-06-21,3
43506003.0,2016-06-21,4
43512174.0,2016-06-21,5
43652028.0,2016-06-23,1
43652329.0,2016-06-23,2
43652465.0,2016-06-23,3
43652545.0,2016-06-23,4
43652685.0,2016-06-23,5
43712840.0,2016-06-24,1
43712857.0,2016-06-24,2
43714007.0,2016-06-24,3
43714226.0,2016-06-24,4
44046761.0,2016-06-29,1
44230841.0,2016-07-01,1
44276324.0,2016-07-03,1
44390764.0,2016-07-05,1
44552174.0,2016-07-07,1
44694708.0,2016-07-09,1
44815720.0,2016-07-11,1
44815742.0,2016-07-11,2
44815776.0,2016-07-11,3
44903029.0,2016-07-12,1
44922986.0,2016-07-12,2
44982933.0,2016-07-13,1
45110614.0,2016-07-14,1
45221993.0,2016-07-16,1
45308840.0,2016-07-17,1
45439665.0,2016-07-19,1
45454774.0,2016-07-19,2
45565457.0,2016-07-20,1
45731150.0,2016-07-22,1
45737287.0,2016-07-22,2
46040136.0,2016-07-27,1
46070160.0,2016-07-27,2
46261756.0,2016-07-29,1
46278684.0,2016-07-30,1
46278703.0,2016-07-30,2
46462918.0,2016-08-01,1
46463113.0,2016-08-01,2
46496659.0,2016-08-02,1
46508242.0,2016-08-02,2
46589833.0,2016-08-03,1
46660386.0,2016-08-04,1
46714708.0,2016-08-04,2
46756466.0,2016-08-05,1
46794271.0,2016-08-05,2
46928095.0,2016-08-07,1
46973588.0,2016-08-08,1
47190740.0,2016-08-10,1
47248579.0,2016-08-11,1
47527991.0,2016-08-15,1
47570000.0,2016-08-15,2
47836423.0,2016-08-18,1
47907801.0,2016-08-19,1
47944032.0,2016-08-19,2
48129911.0,2016-08-22,1
48131938.0,2016-08-22,2
48170684.0,2016-08-22,3
48222952.0,2016-08-23,1
48265956.0,2016-08-23,2
48267790.0,2016-08-23,3
48268002.0,2016-08-23,4
48312359.0,2016-08-24,1
48324629.0,2016-08-24,2
48352321.0,2016-08-24,3
48370296.0,2016-08-24,4
48542232.0,2016-08-26,1
48556501.0,2016-08-27,1
48556516.0,2016-08-27,2
48562808.0,2016-08-27,3
48620879.0,2016-08-28,1
48644117.0,2016-08-28,2
48652882.0,2016-08-28,3
48718323.0,2016-08-29,1
48791754.0,2016-08-30,1
48791842.0,2016-08-30,2
48913853.0,2016-08-31,1
48937747.0,2016-08-31,2
48964628.0,2016-09-01,1
49078936.0,2016-09-02,1
49173564.0,2016-09-04,1
49223370.0,2016-09-05,1
49231877.0,2016-09-05,2
49241761.0,2016-09-05,3
49296273.0,2016-09-06,1
49314836.0,2016-09-06,2
49503442.0,2016-09-08,1
49503510.0,2016-09-08,2
49519050.0,2016-09-08,3
49741495.0,2016-09-11,1
49869280.0,2016-09-12,1
49900984.0,2016-09-13,1
49904817.0,2016-09-13,2
49932026.0,2016-09-13,3
50127651.0,2016-09-15,1
50158629.0,2016-09-15,2
